year,quarter,revenue,revenue_growth,ebitda,ebitda_margin,employees,valuation,funding_raised,estimated_market_share,capex,opex,cash,debt,customer_count,source,confidence
2023,1,15.74,0.0827,2.36,0.15,7837.0,72.37,0.0,0.25,0.79,9.44,3.62,7.24,31474,public,0.66
2023,1,15.81,0.0743,2.37,0.15,7891.0,72.71,1.5,0.25,0.79,9.49,3.64,null,31622,model_estimate,0.96
2023,1,15.82,0.036,2.37,0.15,7906.0,73.12,1.5,0.25,0.79,9.49,3.66,7.31,31646,model_estimate,0.67
2023,1,15.87,0.0278,2.38,0.15,7928.0,73.31,1.5,0.25,0.79,9.52,3.67,7.33,31733,model_estimate,0.86
2023,1,15.83,0.0238,2.38,0.15,7902.0,73.15,1.5,0.25,0.79,9.5,3.66,7.31,31668,public,0.72
2023,1,15.75,0.0898,,0.15,7864.0,73.3,0.0,0.25,0.79,9.45,3.67,7.33,31493,model_estimate,0.95
2023,1,15.65,0.0299,2.35,0.15,7853.0,73.03,1.5,0.25,0.78,9.39,3.65,7.3,31307,public,0.83
2023,1,15.68,0.0425,2.35,0.15,7811.0,73.6,0.0,0.25,0.78,9.41,3.68,7.36,31355,public,0.61
2023,1,15.64,0.0715,2.35,0.15,7822.0,73.43,0.0,0.25,0.78,9.38,3.67,7.34,31279,model_estimate,0.95
2023,1,15.64,0.0355,-9999.99,0.15,7785.0,73.2,1.5,0.25,0.78,9.38,3.66,7.32,31274,model_estimate,-------
2023,1,15.62,0.0723,2.34,0.15,7839.0,73.7,1.5,0.25,0.78,9.37,3.68,7.37,31238,public,0.94
2023,1,15.64,0.0531,2.35,0.15,7808.0,74.39,0.0,0.25,0.78,9.38,3.72,7.44,31270,model_estimate,0.76
2023,1,15.66,0.0502,2.35,0.15,7829.0,74.4,0.0,0.25,0.78,9.39,3.72,7.44,31314,-------,0.86
2023,1,15.58,0.0725,2.34,0.15,7760.0,74.48,0.0,0.25,0.78,9.35,3.72,7.45,31168,public,0.8
2023,1,15.61,0.0442,2.34,0.15,7823.0,74.32,1.5,0.25,0.78,9.36,3.72,7.43,31212,model_estimate,0.78
2023,1,15.68,0.0279,2.35,0.15,7811.0,73.54,1.5,0.25,0.78,9.41,3.68,N/A,31353,model_estimate,0.76
2023,1,15.68,0.082,2.35,0.15,7795.0,73.64,0.0,0.25,0.78,9.41,3.68,7.36,31364,model_estimate,0.64
2023,1,15.64,0.09,2.35,0.15,7818.0,73.75,1.5,0.25,0.78,9.39,3.69,7.38,31287,public,0.63
2023,1,15.72,0.036,2.36,0.15,7833.0,74140.0,0.0,0.25,0.79,9.43,3.71,7.41,31444,model_estimate,0.68
2023,1,15.72,0.0372,2.36,0.15,7825.0,74.28,0.0,0.25,0.79,9.43,3.71,7.43,31435,public,0.75
2023,1,15.69,0.0474,2.35,0.15,7861.0,74.63,0.0,0.25,0.78,9.41,3.73,7.46,31382,public,0.83
2023,1,15.65,0.0388,2.35,0.15,7842.0,75.08,0.0,0.25,0.78,9.39,3.75,7.51,31298,model_estimate,0.75
2023,1,15.62,0.0721,2.34,0.15,7782.0,75.0,0.0,0.25,0.78,9.37,3.75,7.5,31248,public,0.62
2023,1,15.77,0.0548,2.37,0.15,7873.0,74.45,1.5,0.25,0.79,9.46,3.72,7.44,31544,public,0.95
2023,1,15.71,0.0603,2.36,0.15,7881.0,74.0,0.0,0.25,0.79,9.43,3.7,7.4,31418,model_estimate,0.69
2023,1,15.72,0.0249,2.36,0.15,7880.0,74.14,0.0,0.25,0.79,9.43,3.71,7.41,31438,public,0.76
2023,1,15.7,0.0483,2.36,0.15,7835.0,73.59,0.0,0.25,0.79,9.42,3.68,null,31401,public,0.72
2023,1,15.7,0.0354,2.35,0.15,7821.0,73.61,0.0,0.25,0.78,9.42,3.68,7.36,31396,public,0.87
2023,1,15.72,0.0213,2.36,0.15,7891.0,73.56,0.0,0.25,0.79,9.43,3.68,-------,31446,model_estimate,0.71
2023,1,15.64,0.0483,2.35,0.15,7815.0,73.98,1.5,0.25,0.78,9.38,3.7,7.4,31281,public,0.87
2023,1,15.54,0.0751,2.33,0.15,7785.0,74.78,0.0,0.25,0.78,9.33,3.74,7.48,31086,public,0.73
2023,1,15.55,,2.33,0.15,7801.0,74.85,0.0,0.25,0.78,9.33,3.74,7.48,31101,model_estimate,0.64
2023,1,15.53,0.0152,2.33,0.15,7802.0,74.27,0.0,0.25,0.78,9.32,3.71,7.43,31053,model_estimate,0.95
2023,1,15.55,0.0338,2.33,0.15,7756.0,74.34,0.0,0.25,0.78,9.33,3.72,7.43,31097,model_estimate,0.96
2023,1,15.58,,2.34,0.15,7760.0,73.64,0.0,0.25,0.78,9.35,3.68,7.36,31152,model_estimate,0.82
2023,1,15.56,0.0438,2.33,0.15,7776.0,73.48,0.0,0.25,0.78,9.34,3.67,7.35,31127,model_estimate,0.95
2023,1,15.58,0.0479,2.34,0.15,7788.0,72.97,1.5,0.25,0.78,9.35,3.65,7.3,31159,model_estimate,0.76
2023,1,15.56,0.0464,2.33,0.15,7767.0,71.92,0.0,0.25,0.78,9.34,3.6,7.19,31122,public,0.93
2023,1,15.48,0.0705,-9999.99,0.15,7722.0,71.98,0.0,0.25,0.77,9.29,3.6,7.2,30954,public,0.8
2023,1,15.53,0.0421,2.33,0.15,7740.0,71.52,0.0,0.25,0.78,9.32,3.58,7.15,31057,model_estimate,0.85
2023,1,15.57,0.0588,2.34,0.15,7803.0,71.29,0.0,0.25,0.78,9.34,3.56,7.13,31139,public,0.82
2023,1,15.48,0.0359,2.32,0.15,7722.0,70.55,1.5,0.25,0.77,9.29,3.53,7.06,30969,public,0.95
2023,1,15.59,0.0633,-9999.99,0.15,7757.0,71000.0,0.0,0.25,0.78,9.35,3.55,7.1,31181,public,0.71
2023,1,15.53,0.0711,2.33,0.15,7734.0,71.37,0.0,0.25,0.78,9.32,3.57,7.14,31054,public,0.78
2023,1,15.55,0.0318,2.33,0.15,7731.0,70.93,1.5,0.25,0.78,9.33,3.55,7.09,31090,model_estimate,0.74
2023,1,15.49,0.0442,2.32,0.15,7754.0,70.2,0.0,0.25,0.77,9.29,3.51,7.02,30979,public,0.63
2023,1,15.54,0.0432,2.33,0.15,7732.0,69.31,0.0,0.25,0.78,9.33,3.47,6.93,31087,model_estimate,0.95
2023,1,15.61,0.0103,2.34,0.15,7774.0,69.08,1.5,0.25,0.78,9.36,3.45,6.91,31216,public,0.69
2023,1,15.6,0.0644,2.34,0.15,7790.0,68.62,0.0,0.25,0.78,9.36,3.43,6.86,31201,model_estimate,0.83
2023,1,15.54,0.0829,2.33,0.15,7783.0,69.23,1.5,0.25,0.78,9.33,3.46,6.92,31087,public,0.83
2023,1,15.62,0.0938,2.34,0.15,7804.0,69.03,0.0,0.25,0.78,9.37,3.45,6.9,31231,public,0.96
2023,1,15.67,0.0575,2.35,0.15,7843.0,68.65,0.0,0.25,0.78,9.4,3.43,6.86,31334,public,0.6
2023,1,15.69,0.0559,2.35,0.15,7874.0,69.0,0.0,0.25,0.78,9.41,3.45,6.9,31382,public,0.94
2023,1,15.79,0.0512,2.37,0.15,,68.93,1.5,0.25,0.79,9.48,3.45,6.89,31583,-------,0.82
2023,1,15.81,0.0388,2.37,0.15,7876.0,69.02,1.5,0.25,0.79,9.49,3.45,6.9,31622,model_estimate,0.68
2023,1,15.84,0.0841,2.38,0.15,7927.0,68.75,0.0,0.25,0.79,9.5,3.44,6.88,31677,public,0.74
2023,1,15.83,0.0423,2.38,0.15,7917.0,67.81,0.0,0.25,0.79,9.5,3.39,6.78,31667,public,0.76
2023,1,15.81,0.0668,2.37,0.15,7879.0,68.79,1.5,0.25,0.79,9.49,3.44,6.88,31621,public,0.95
2023,1,15.96,0.0246,2.39,0.15,8021.0,67.87,0.0,0.25,0.8,9.58,3.39,6.79,31918,model_estimate,0.89
2023,1,15.98,0.0319,2.4,0.15,7953.0,67.6,0.0,0.25,0.8,9.59,3.38,6.76,31950,public,unknown
2023,1,15.98,0.0689,2.4,0.15,7982.0,67.51,0.0,0.25,0.8,9.59,3.38,6.75,31950,public,0.96
2023,1,15.91,0.0683,2.39,0.15,7952.0,66.89,0.0,0.25,0.8,9.55,3.34,6.69,31817,public,0.76
2023,1,15.82,0.0273,2.37,0.15,7863.0,67.33,0.0,0.25,0.79,9.49,3.37,6.73,31641,public,0.62
2023,2,15.77,0.0222,2.37,0.15,7910.0,67.27,0.0,0.25,0.79,9.46,3.36,6.73,31536,public,0.68
2023,2,15.77,0.0661,2.37,0.15,7863.0,66.83,1.5,0.25,0.79,9.46,3.34,6.68,31548,-------,0.7
2023,2,15.79,0.056,2.37,0.15,7911.0,66.56,1.5,0.25,0.79,9.48,3.33,6.66,31584,model_estimate,0.95
2023,2,15.82,0.0413,2.37,0.15,7927.0,66.38,0.0,0.25,0.79,9.49,3.32,6.64,31637,public,0.76
2023,2,15.81,0.0399,2.37,0.15,7871.0,65.66,0.0,0.25,0.79,9.49,3.28,6.57,31624,model_estimate,0.9
2023,2,15.82,,2.37,0.15,7941.0,65.85,1.5,0.25,0.79,9.49,3.29,6.58,31635,public,0.93
2023,2,15.73,0.069,2.36,0.15,7831.0,65.53,0.0,0.25,0.79,9.44,3.28,6.55,31464,model_estimate,0.78
2023,2,15.71,0.007,2.36,0.15,,65.91,0.0,0.25,0.79,9.42,3.3,6.59,31414,public,0.71
2023,2,15.58,0.0681,2.34,0.15,7823.0,65.91,1.5,0.25,0.78,9.35,3.3,6.59,31165,model_estimate,0.66
2023,2,15.65,0.0597,2.35,0.15,7854.0,65.23,0.0,0.25,0.78,9.39,3.26,6.52,31294,model_estimate,unknown
2023,2,15.7,0.0269,2.36,0.15,7882.0,64.15,1.5,0.25,0.79,9.42,3.21,6.41,31400,model_estimate,0.71
2023,2,15.72,0.0786,2.36,0.15,7817.0,63.14,0.0,0.25,0.79,9.43,3.16,6.31,31449,model_estimate,0.6
2023,2,15.76,0.054,2.36,0.15,7858.0,63.82,0.0,0.25,0.79,9.46,3.19,6.38,31527,public,-------
2023,2,15.73,0.0672,2.36,0.15,7830.0,63.51,1.5,0.25,0.79,9.44,3.18,6.35,31461,public,0.81
2023,2,15.68,0.0342,2.35,0.15,7885.0,63.54,0.0,0.25,0.78,9.41,3.18,6.35,31359,public,null
2023,2,15.58,0.0385,2.34,0.15,7785.0,63.88,0.0,0.25,0.78,9.35,3.19,6.39,31164,public,0.97
2023,2,15.59,0.0939,2.34,0.15,7758.0,64.3,0.0,0.25,0.78,9.35,3.22,6.43,31174,model_estimate,0.77
2023,2,15.64,0.0386,2.35,0.15,7779.0,64.18,0.0,0.25,0.78,9.38,3.21,6.42,31272,model_estimate,0.8
2023,2,15.67,0.0704,2.35,0.15,7866.0,63.95,0.0,0.25,0.78,9.4,3.2,6.4,31333,model_estimate,0.93
2023,2,15.64,0.0167,2.35,0.15,7864.0,63.7,0.0,0.25,0.78,9.38,3.18,-------,31272,model_estimate,0.95
2023,2,15.57,0.0552,2.34,0.15,7790.0,64.07,0.0,0.25,0.78,9.34,3.2,6.41,31135,model_estimate,0.75
2023,2,15.54,,2.33,0.15,7801.0,63.71,0.0,0.25,0.78,9.32,3.19,6.37,31082,model_estimate,0.83
2023,2,15.59,0.0547,2.34,0.15,7757.0,63.66,1.5,0.25,0.78,9.35,3.18,6.37,31174,-------,0.7
2023,2,15.63,0.045,2.34,0.15,7776.0,64.25,1.5,0.25,0.78,9.38,3.21,6.42,31260,model_estimate,0.86
2023,2,15.57,0.0588,-9999.99,0.15,7789.0,64.0,1.5,0.25,0.78,9.34,3.2,6.4,31139,model_estimate,0.91
2023,2,15.49,0.0522,2.32,0.15,7779.0,64.22,0.0,0.25,0.77,9.29,3.21,6.42,30974,model_estimate,0.8
2023,2,15.42,,2.31,0.15,7722.0,64.47,0.0,0.25,0.77,9.25,3.22,6.45,30842,public,0.73
2023,2,15.37,0.071,2.31,0.15,7670.0,64.2,1.5,0.25,0.77,9.22,3.21,6.42,30738,model_estimate,0.75
2023,2,15.35,0.0331,2.3,0.15,7672.0,64.85,0.0,0.25,0.77,9.21,3.24,6.48,30701,public,0.67
2023,2,15.29,0.057,2.29,0.15,7630.0,65.66,0.0,0.25,0.76,9.17,3.28,6.57,30580,-------,0.64
2023,2,15.27,0.0726,2.29,0.15,7619.0,64.82,1.5,0.25,0.76,9.16,3.24,6.48,30546,public,0.73
2023,2,15.22,0.0741,2.28,0.15,7627.0,65.61,1.5,0.25,0.76,9.13,3.28,6.56,30430,model_estimate,0.88
2023,2,15.27,0.0589,,0.15,7625.0,66.01,0.0,0.25,0.76,9.16,3.3,6.6,30548,public,0.66
2023,2,15.23,0.0201,2.29,0.15,7588.0,66.21,1.5,0.25,0.76,9.14,3.31,6.62,30468,model_estimate,0.77
2023,2,15.2,0.0637,2.28,0.15,7648.0,66.05,1.5,0.25,0.76,9.12,3.3,6.61,30407,public,0.62
2023,2,15.17,0.0848,2.27,0.15,7595.0,65.82,0.0,0.25,0.76,9.1,3.29,6.58,30331,public,0.77
2023,2,15.13,0.0593,2.27,0.15,7613.0,65.58,1.5,0.25,0.76,9.08,3.28,6.56,30268,public,0.62
2023,2,15.17,0.0915,2.27,0.15,7628.0,66.05,1.5,0.25,0.76,9.1,3.3,6.6,30332,model_estimate,N/A
2023,2,15.18,0.0796,2.28,0.15,7570.0,66.33,0.0,0.25,0.76,9.11,3.32,6.63,30360,model_estimate,0.74
2023,2,15.16,0.0749,2.27,0.15,7599.0,67.04,0.0,0.25,0.76,9.09,3.35,6.7,30314,model_estimate,0.88
2023,2,15.14,0.0691,2.27,0.15,7567.0,67.92,0.0,0.25,0.76,9.09,3.4,6.79,30285,public,0.73
2023,2,15.15,0.021,2.27,0.15,7550.0,68.28,0.0,0.25,0.76,9.09,3.41,6.83,30295,public,-------
2023,2,15.18,0.0731,2.28,0.15,7569.0,67.15,0.0,0.25,0.76,9.11,3.36,6.72,30367,model_estimate,0.93
2023,2,15.19,0.0288,2.28,0.15,7600.0,67.47,0.0,0.25,0.76,9.11,3.37,6.75,30371,public,0.61
2023,2,15.24,0.0264,2.29,0.15,7621.0,67.06,1.5,0.25,0.76,9.15,3.35,6.71,30485,model_estimate,0.88
2023,2,15.27,-0.0025,2.29,0.15,7645.0,67.41,0.0,0.25,0.76,9.16,3.37,6.74,30549,public,0.96
2023,2,15.33,0.0154,2.3,0.15,7690.0,67.55,1.5,0.25,0.77,9.2,3.38,6.75,30654,model_estimate,0.89
2023,2,15.32,0.0642,2.3,0.15,7698.0,68.53,1.5,0.25,0.77,9.19,3.43,6.85,30638,public,0.97
2023,2,15.37,0.0355,2.3,0.15,7680.0,68.3,0.0,0.25,0.77,9.22,3.42,6.83,30730,model_estimate,0.7
2023,2,15.34,0.0792,,0.15,7622.0,68.79,0.0,0.25,0.77,9.2,3.44,6.88,30675,public,0.66
2023,2,15.31,0.0588,2.3,0.15,7630.0,68230.0,0.0,0.25,0.77,9.19,3.41,6.82,30621,public,0.7
2023,2,15.2,0.0657,2.28,0.15,7576.0,68.69,0.0,0.25,0.76,9.12,3.43,6.87,30397,public,0.8
2023,2,15.22,0.0406,2.28,0.15,7647.0,69.25,1.5,0.25,0.76,9.13,3.46,6.93,30448,model_estimate,0.96
2023,2,15.18,0.0551,2.28,0.15,7616.0,69.4,0.0,0.25,0.76,9.11,3.47,6.94,30352,model_estimate,0.74
2023,2,15.15,0.0473,2.27,0.15,7558.0,69.96,0.0,0.25,0.76,9.09,3.5,7.0,30301,public,0.71
2023,2,15.14,0.048,2.27,0.15,7558.0,70.43,0.0,0.25,0.76,9.08,3.52,7.04,30280,public,0.9
2023,2,15.15,0.0312,2.27,0.15,7530.0,70.48,1.5,0.25,0.76,9.09,3.52,7.05,30295,model_estimate,0.71
2023,2,15.17,0.044,2.27,0.15,7542.0,70.44,0.0,0.25,0.76,9.1,3.52,7.04,30332,public,0.69
2023,2,15.19,0.0375,2.28,0.15,7638.0,70.51,0.0,0.25,0.76,9.12,3.53,7.05,30387,model_estimate,null
2023,2,15.19,0.0714,2.28,0.15,7627.0,70.22,0.0,0.25,0.76,9.11,3.51,7.02,30370,model_estimate,0.92
2023,2,15.13,0.0466,,0.15,7523.0,70.46,0.0,0.25,0.76,9.08,3.52,7.05,30259,public,0.65
2023,2,15.15,0.0972,2.27,0.15,7617.0,71.08,1.5,0.25,0.76,9.09,3.55,7.11,30303,public,0.75
2023,2,15.1,0.0229,2.27,0.15,7540.0,71.58,0.0,0.25,0.76,9.06,3.58,7.16,30209,public,0.91
2023,2,15.18,0.0546,2.28,0.15,7607.0,70.85,0.0,0.25,0.76,9.11,3.54,7.08,30366,public,0.65
2023,2,15.17,0.0103,2.28,0.15,7601.0,70.94,0.0,0.25,0.76,9.1,3.55,7.09,30334,model_estimate,0.65
2023,2,15.19,0.0951,2.28,0.15,7623.0,70.73,0.0,0.25,0.76,9.11,3.54,7.07,30378,public,0.61
2023,2,15.16,0.0574,2.27,0.15,7604.0,70.76,0.0,0.25,0.76,9.1,3.54,7.08,30317,model_estimate,0.78
2023,2,15.09,0.0366,2.26,0.15,7575.0,70.02,1.5,0.25,0.75,9.05,3.5,null,30175,model_estimate,0.78
2023,2,15.07,0.0471,,0.15,7544.0,69.68,0.0,0.25,0.75,9.04,3.48,6.97,30147,model_estimate,0.69
2023,2,15.1,0.0461,2.27,0.15,7580.0,69.23,0.0,0.25,0.76,9.06,3.46,6.92,30209,model_estimate,0.97
2023,2,15.13,,2.27,0.15,7610.0,68.57,1.5,0.25,0.76,9.08,3.43,6.86,30269,model_estimate,0.7
2023,2,15.13,0.0621,2.27,0.15,7534.0,68.66,1.5,0.25,0.76,9.08,3.43,6.87,30253,public,0.76
2023,2,15.11,0.0317,2.27,0.15,7531.0,68.56,0.0,0.25,0.76,9.06,3.43,unknown,30210,public,0.62
2023,2,15.09,0.0341,2.26,0.15,7535.0,67.75,0.0,0.25,0.75,9.06,3.39,6.78,30183,public,0.99
2023,2,15.12,0.0398,2.27,0.15,,67.45,0.0,0.25,0.76,9.07,3.37,6.75,30237,public,0.81
2023,2,15.12,,2.27,0.15,7513.0,67.46,1.5,0.25,0.76,9.07,3.37,6.75,30234,public,0.76
2023,2,15.2,0.0426,-9999.99,0.15,7611.0,67.23,1.5,0.25,0.76,9.12,3.36,N/A,30403,model_estimate,0.92
2023,2,15.23,0.0785,2.29,0.15,7595.0,66.1,0.0,0.25,0.76,9.14,3.31,6.61,30469,model_estimate,0.71
2023,2,15.26,0.028,2.29,0.15,7671.0,66.22,0.0,0.25,0.76,9.15,3.31,6.62,30516,model_estimate,0.8
2023,2,15.31,0.0513,2.3,0.15,7701.0,65.97,0.0,0.25,0.77,9.18,3.3,6.6,30611,model_estimate,0.82
2023,2,15.32,0.0277,2.3,0.15,7690.0,66.09,0.0,0.25,0.77,9.19,3.3,6.61,30638,public,0.72
2023,2,15.24,0.0852,2.29,0.15,7649.0,66.06,0.0,0.25,0.76,9.15,3.3,6.61,30484,model_estimate,0.85
2023,2,15.19,0.0235,2.28,0.15,7549.0,65.6,0.0,0.25,0.76,9.11,3.28,6.56,30377,public,0.95
2023,2,15.14,0.0264,2.27,0.15,,64.97,0.0,0.25,0.76,9.09,3.25,6.5,30286,public,0.77
2023,2,15.25,0.0817,2.29,0.15,7640.0,65.26,1.5,0.25,0.76,9.15,3.26,6.53,30494,model_estimate,0.89
2023,2,15.16,0.0345,2.27,0.15,7622.0,65.63,0.0,0.25,0.76,9.1,3.28,6.56,30322,public,0.9
2023,2,15.13,0.0377,2.27,0.15,7562.0,65.76,1.5,0.25,0.76,9.08,3.29,6.58,30253,public,0.74
2023,2,15.07,0.0564,2.26,0.15,7542.0,66.47,1.5,0.25,0.75,9.04,3.32,6.65,30148,model_estimate,0.8
2023,2,15.14,0.0456,2.27,0.15,7538.0,66.03,1.5,0.25,0.76,9.09,3.3,6.6,30289,model_estimate,0.77
2023,2,15.14,0.0462,-9999.99,0.15,7526.0,66.09,1.5,0.25,0.76,9.08,3.3,6.61,30271,public,0.89
2023,2,15.19,0.0696,2.28,0.15,7587.0,66.01,0.0,0.25,0.76,9.12,3.3,6.6,30388,model_estimate,0.93
2023,3,15.19,0.0453,2.28,0.15,7548.0,65.73,1.5,0.25,0.76,9.12,3.29,6.57,30385,public,0.99
2023,3,15.24,0.0866,2.29,0.15,7615.0,66.18,1.5,0.25,0.76,9.15,3.31,6.62,30488,model_estimate,0.79
2023,3,15.17,0.0619,2.28,0.15,7578.0,66.31,1.5,0.25,0.76,9.1,3.32,6.63,30343,public,0.92
2023,3,15.16,0.0485,2.27,0.15,7573.0,66.53,0.0,0.25,0.76,9.09,3.33,unknown,30312,model_estimate,0.87
2023,3,15.02,0.0431,2.25,0.15,7510.0,67.13,1.5,0.25,0.75,9.01,3.36,6.71,30037,public,0.66
2023,3,15.03,0.0389,2.25,0.15,7517.0,67.26,0.0,0.25,0.75,9.02,3.36,6.73,30052,model_estimate,0.93
2023,3,15.04,0.0633,2.26,0.15,7472.0,67.68,0.0,0.25,0.75,9.02,3.38,6.77,30074,model_estimate,0.68
2023,3,15.09,0.0732,2.26,0.15,7505.0,67.05,0.0,0.25,0.75,9.05,3.35,unknown,30179,model_estimate,0.84
2023,3,15.05,0.0343,2.26,0.15,7568.0,67.16,0.0,0.25,0.75,9.03,3.36,6.72,30099,model_estimate,0.78
2023,3,15.06,0.0346,2.26,0.15,,66.43,0.0,0.25,0.75,9.04,3.32,6.64,30119,model_estimate,0.77
2023,3,15.07,0.0394,2.26,0.15,7540.0,66.23,0.0,0.25,0.75,9.04,3.31,6.62,30143,model_estimate,null
2023,3,15.05,0.0616,2.26,0.15,7538.0,66.53,0.0,0.25,0.75,9.03,3.33,6.65,30109,model_estimate,0.79
2023,3,15.09,0.0291,2.26,0.15,7560.0,66.96,0.0,0.25,0.75,9.05,3.35,6.7,30183,model_estimate,0.87
2023,3,15.06,0.0456,2.26,0.15,7568.0,67.23,1.5,0.25,0.75,9.04,3.36,-------,30122,model_estimate,0.98
2023,3,15.09,0.0541,,0.15,7531.0,66.24,0.0,0.25,0.75,9.05,3.31,6.62,30172,model_estimate,0.73
2023,3,15.12,0.0447,2.27,0.15,7524.0,66.53,0.0,0.25,0.76,9.07,3.33,6.65,30237,model_estimate,0.68
2023,3,15.14,0.0595,2.27,0.15,7611.0,67.4,0.0,0.25,0.76,9.08,3.37,6.74,30274,model_estimate,0.84
2023,3,1514.0,-0.003,2.27,0.15,7617.0,67.53,0.0,0.25,0.76,9.08,3.38,6.75,30280,model_estimate,0.63
2023,3,15.1,0.0344,2.27,0.15,7515.0,66.78,0.0,0.25,0.76,9.06,3.34,6.68,30203,model_estimate,N/A
2023,3,15.18,0.0685,2.28,0.15,7605.0,66.52,0.0,0.25,0.76,9.11,3.33,6.65,30362,public,0.65
2023,3,15.08,0.0451,2.26,0.15,,67.08,0.0,0.25,0.75,9.05,3.35,6.71,30159,model_estimate,0.74
2023,3,15.11,0.0547,2.27,0.15,7539.0,67.69,1.5,0.25,0.76,9.07,3.38,6.77,30220,model_estimate,0.82
2023,3,15.13,0.0669,2.27,0.15,7540.0,67.06,0.0,0.25,0.76,9.08,3.35,6.71,30254,unknown,0.76
2023,3,15.16,0.0403,2.27,0.15,7615.0,67.83,1.5,0.25,0.76,9.1,3.39,6.78,30325,public,0.8
2023,3,15.06,0.0261,2.26,0.15,7548.0,67.29,1.5,0.25,0.75,9.04,3.36,6.73,30128,model_estimate,0.89
2023,3,15.11,0.0634,2.27,0.15,7533.0,67.4,0.0,0.25,0.76,9.07,3.37,6.74,30218,public,0.71
2023,3,15.0,0.077,2.25,0.15,7473.0,67.95,1.5,0.25,0.75,9.0,3.4,6.79,30007,public,0.97
2023,3,14.95,0.0339,2.24,0.15,7428.0,67.26,1.5,0.25,0.75,8.97,3.36,6.73,29904,public,0.97
2023,3,14.92,0.0576,2.24,0.15,7446.0,67.48,1.5,0.25,0.75,8.95,3.37,6.75,29841,model_estimate,0.84
2023,3,14.94,0.065,2.24,0.15,7485.0,67.28,1.5,0.25,0.75,8.96,3.36,6.73,29878,public,null
